season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2022,Group Stage,UEFA Women's Euro,available,2,Denmark Women's,853,"[{""id"":3574,""name"":""Lars Søndergaard"",""nickname"":null,""dob"":""1959-04-05"",""country"":{""id"":61,""name"":""Denmark""}}]",920,WNT Finland,"[{""id"":753,""name"":""Anna Signeul"",""nickname"":null,""dob"":""1961-05-20"",""country"":{""id"":220,""name"":""Sweden""}}]",25,811,false,true,Europe,2022,1
2015/2016,Regular Season,1. Bundesliga,available,10,Hannover 96,178,"[{""id"":1003174,""name"":""Michael Frontzeck"",""nickname"":null,""dob"":""1964-03-26"",""country"":{""id"":85,""name"":""Germany""}}]",184,Eintracht Frankfurt,"[{""id"":1003175,""name"":""Armin Veh"",""nickname"":null,""dob"":""1961-02-01"",""country"":{""id"":85,""name"":""Germany""}}]",378,241,false,false,Germany,2015/2016,1
2023,3rd Place Final,African Cup of Nations,available,7,South Africa,4976,"[{""id"":1801,""name"":""Hugo Henri Broos"",""nickname"":null,""dob"":""1952-04-10"",""country"":{""id"":22,""name"":""Belgium""}}]",4881,Congo DR,"[{""id"":5011,""name"":""Sébastien Desabre"",""nickname"":null,""dob"":""1976-08-02"",""country"":{""id"":78,""name"":""France""}}]",117916,1000963,false,true,Africa,2023,1
2015/2016,Regular Season,Serie A,available,20,Carpi,1683,"[{""id"":4149,""name"":""Fabrizio Castori"",""nickname"":null,""dob"":""1954-07-11"",""country"":{""id"":112,""name"":""Italy""}}]",234,Sampdoria,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",1001068,252,false,false,Italy,2015/2016,1
2022,Group Stage,FIFA World Cup,available,3,Tunisia,777,"[{""id"":1001303,""name"":""Jalel Kadri"",""nickname"":null,""dob"":null,""country"":{""id"":232,""name"":""Tunisia""}}]",771,France,"[{""id"":545,""name"":""Didier Deschamps"",""nickname"":null,""dob"":""1968-10-15"",""country"":{""id"":78,""name"":""France""}}]",94425,739,false,true,International,2022,1
2020,Group Stage,UEFA Euro,available,3,Czech Republic,912,"[{""id"":183,""name"":""Jaroslav Šilhavý"",""nickname"":null,""dob"":""1961-11-03"",""country"":{""id"":60,""name"":""Czech Republic""}}]",768,England,"[{""id"":277,""name"":""Gareth Southgate"",""nickname"":null,""dob"":""1970-09-03"",""country"":{""id"":68,""name"":""England""}}]",4666,2445,false,true,Europe,2020,1
2016/2017,Regular Season,La Liga,available,27,RC Deportivo La Coruña,219,"[{""id"":57,""name"":""José Mel Pérez"",""nickname"":""Pepe Mel"",""dob"":""1963-02-28"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",4658,222,false,false,Spain,2016/2017,1
2015/2016,Regular Season,La Liga,available,9,Celta Vigo,209,"[{""id"":385,""name"":""Manuel Eduardo Berizzo"",""nickname"":""Eduardo Berizzo"",""dob"":""1969-11-13"",""country"":{""id"":11,""name"":""Argentina""}}]",220,Real Madrid,"[{""id"":148,""name"":""Rafael Benítez Maudes"",""nickname"":""Rafael Benítez"",""dob"":""1960-04-16"",""country"":{""id"":214,""name"":""Spain""}}]",653,1008,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Premier League,available,31,Manchester City,36,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",39,Manchester United,"[{""id"":788,""name"":""Louis van Gaal"",""nickname"":null,""dob"":""1951-08-08"",""country"":{""id"":160,""name"":""Netherlands""}}]",4715,1,false,false,England,2015/2016,1
2015/2016,Regular Season,La Liga,available,17,Celta Vigo,209,"[{""id"":385,""name"":""Manuel Eduardo Berizzo"",""nickname"":""Eduardo Berizzo"",""dob"":""1969-11-13"",""country"":{""id"":11,""name"":""Argentina""}}]",215,Athletic Club,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",653,1015,false,false,Spain,2015/2016,1
2012/2013,Regular Season,La Liga,available,1,Barcelona,217,,210,Real Sociedad,,342,211,false,false,Spain,2012/2013,1
2015/2016,Regular Season,Premier League,available,37,Leicester City,22,"[{""id"":60,""name"":""Claudio Ranieri"",""nickname"":null,""dob"":""1951-10-20"",""country"":{""id"":112,""name"":""Italy""}}]",29,Everton,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",20,5,false,false,England,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,6,Schalke 04,181,"[{""id"":58,""name"":""André Breitenreiter"",""nickname"":null,""dob"":""1973-10-02"",""country"":{""id"":85,""name"":""Germany""}}]",184,Eintracht Frankfurt,"[{""id"":1003175,""name"":""Armin Veh"",""nickname"":null,""dob"":""1961-02-01"",""country"":{""id"":85,""name"":""Germany""}}]",370,241,false,false,Germany,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,20,Hertha Berlin,173,"[{""id"":51,""name"":""Pál Dárdai"",""nickname"":null,""dob"":""1976-03-16"",""country"":{""id"":103,""name"":""Hungary""}}]",180,Borussia Dortmund,"[{""id"":279,""name"":""Thomas Tuchel"",""nickname"":null,""dob"":""1973-08-29"",""country"":{""id"":85,""name"":""Germany""}}]",367,236,false,false,Germany,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,1,Hyderabad,7289,"[{""id"":503,""name"":""Manuel Márquez Roca"",""nickname"":""Manolo Márquez"",""dob"":""1968-09-07"",""country"":{""id"":214,""name"":""Spain""}}]",7290,Chennaiyin,"[{""id"":1000842,""name"":""Božidar Bandović"",""nickname"":null,""dob"":""1969-08-30"",""country"":{""id"":203,""name"":""Serbia""}}]",5810,2479,false,false,India,2021/2022,1
2015/2016,Regular Season,Ligue 1,available,16,Nantes,144,"[{""id"":438,""name"":""Michel Der Zakarian"",""nickname"":null,""dob"":""1963-02-18"",""country"":{""id"":12,""name"":""Armenia""}}]",137,Lyon,"[{""id"":3796,""name"":""Hubert Fournier"",""nickname"":null,""dob"":""1967-09-03"",""country"":{""id"":78,""name"":""France""}}]",161,86,false,false,France,2015/2016,1
2015/2016,Regular Season,Premier League,available,13,Tottenham Hotspur,38,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",40,West Ham United,"[{""id"":150,""name"":""Slaven Bilić"",""nickname"":null,""dob"":""1968-09-11"",""country"":{""id"":56,""name"":""Croatia""}}]",99148,8,false,false,England,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,28,Borussia Dortmund,180,"[{""id"":279,""name"":""Thomas Tuchel"",""nickname"":null,""dob"":""1973-08-29"",""country"":{""id"":85,""name"":""Germany""}}]",176,Werder Bremen,"[{""id"":3055,""name"":""Viktor Skripnik"",""nickname"":null,""dob"":""1969-11-19"",""country"":{""id"":238,""name"":""Ukraine""}}]",373,248,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Premier League,available,31,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",1,Arsenal,"[{""id"":577,""name"":""Arsène Wenger"",""nickname"":null,""dob"":""1949-10-22"",""country"":{""id"":78,""name"":""France""}}]",12,728,false,false,England,2015/2016,1
1974,Final,FIFA World Cup,available,7,Netherlands,941,"[{""id"":1003270,""name"":""Rinus Michels"",""nickname"":null,""dob"":""1928-02-09"",""country"":{""id"":160,""name"":""Netherlands""}}]",770,Germany,"[{""id"":4624,""name"":""Helmut Schön"",""nickname"":null,""dob"":""1915-09-15"",""country"":{""id"":85,""name"":""Germany""}}]",4228,1009028,false,true,International,1974,1
2015/2016,Regular Season,Serie A,available,8,Torino,241,"[{""id"":710,""name"":""Gian Piero Ventura\t"",""nickname"":null,""dob"":""1948-01-14"",""country"":{""id"":112,""name"":""Italy""}}]",243,AC Milan,"[{""id"":379,""name"":""Siniša Mihajlović"",""nickname"":null,""dob"":""1969-02-20"",""country"":{""id"":203,""name"":""Serbia""}}]",390,1008197,false,false,Italy,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,22,Ingolstadt,189,"[{""id"":44,""name"":""Ralph Hasenhüttl"",""nickname"":null,""dob"":""1967-08-09"",""country"":{""id"":15,""name"":""Austria""}}]",176,Werder Bremen,"[{""id"":3055,""name"":""Viktor Skripnik"",""nickname"":null,""dob"":""1969-11-19"",""country"":{""id"":238,""name"":""Ukraine""}}]",551,248,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Premier League,available,33,Manchester City,36,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",27,West Bromwich Albion,"[{""id"":300,""name"":""Tony Pulis"",""nickname"":null,""dob"":""1958-01-16"",""country"":{""id"":249,""name"":""Wales""}}]",4715,14,false,false,England,2015/2016,1
2021/2022,Regular Season,Ligue 1,available,24,Paris Saint-Germain,131,"[{""id"":81,""name"":""Mauricio Roberto Pochettino Trossero"",""nickname"":""Mauricio Pochettino"",""dob"":""1972-03-02"",""country"":{""id"":11,""name"":""Argentina""}}]",134,Rennes,"[{""id"":283,""name"":""Bruno Génésio"",""nickname"":null,""dob"":""1966-09-01"",""country"":{""id"":78,""name"":""France""}}]",154,82,false,false,France,2021/2022,1
2006/2007,Final,Champions League,available,1,AC Milan,243,"[{""id"":414,""name"":""Carlo Ancelotti"",""nickname"":null,""dob"":""1959-06-10"",""country"":{""id"":112,""name"":""Italy""}}]",24,Liverpool,"[{""id"":148,""name"":""Rafael Benítez Maudes"",""nickname"":""Rafael Benítez"",""dob"":""1960-04-16"",""country"":{""id"":214,""name"":""Spain""}}]",1454,700,false,false,Europe,2006/2007,1
2015/2016,Regular Season,La Liga,available,24,Eibar,322,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",221,Levante UD,"[{""id"":677,""name"":""Joan Francesc Ferrer Sicilia"",""nickname"":""Rubí"",""dob"":""1970-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",347,2604,false,false,Spain,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,4,Borussia Mönchengladbach,185,"[{""id"":428,""name"":""Lucien Favre"",""nickname"":null,""dob"":""1957-11-02"",""country"":{""id"":221,""name"":""Switzerland""}}]",171,Hamburger SV,"[{""id"":446,""name"":""Bruno Labbadia"",""nickname"":null,""dob"":""1966-02-08"",""country"":{""id"":85,""name"":""Germany""}}]",372,248,false,false,Germany,2015/2016,1
2014/2015,Regular Season,La Liga,available,24,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",223,Málaga,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",342,,false,false,Spain,2014/2015,1
2015/2016,Regular Season,La Liga,available,19,Getafe,216,"[{""id"":509,""name"":""Francisco Escriba Segura"",""nickname"":""Fran Escribá"",""dob"":""1965-05-03"",""country"":{""id"":214,""name"":""Spain""}}]",218,Real Betis,"[{""id"":57,""name"":""José Mel Pérez"",""nickname"":""Pepe Mel"",""dob"":""1963-02-28"",""country"":{""id"":214,""name"":""Spain""}}]",354,212,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Premier League,available,9,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",39,Manchester United,"[{""id"":788,""name"":""Louis van Gaal"",""nickname"":null,""dob"":""1951-08-08"",""country"":{""id"":160,""name"":""Netherlands""}}]",12,3,false,false,England,2015/2016,1
2023,Group Stage,African Cup of Nations,available,1,Senegal,787,"[{""id"":635,""name"":""Aliou Cissé"",""nickname"":null,""dob"":""1976-03-24"",""country"":{""id"":202,""name"":""Senegal""}}]",4934,Gambia,"[{""id"":1000972,""name"":""Tom Saintfiet"",""nickname"":null,""dob"":""1973-03-29"",""country"":{""id"":22,""name"":""Belgium""}}]",1000822,2396,false,true,Africa,2023,1
2015/2016,Regular Season,Serie A,available,30,Sampdoria,234,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",231,Chievo,"[{""id"":114,""name"":""Rolando Maran"",""nickname"":null,""dob"":""1963-07-14"",""country"":{""id"":112,""name"":""Italy""}}]",387,263,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Premier League,available,6,Swansea City,26,"[{""id"":270,""name"":""Garry Monk"",""nickname"":null,""dob"":""1979-03-06"",""country"":{""id"":68,""name"":""England""}}]",29,Everton,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",45,16,false,false,England,2015/2016,1
2023,Group Stage,Women's World Cup,available,1,Australia Women's,1205,"[{""id"":408,""name"":""Tony Gustavsson"",""nickname"":null,""dob"":""1973-08-14"",""country"":{""id"":220,""name"":""Sweden""}}]",16768,Republic of Ireland Women's,"[{""id"":132,""name"":""Vera Pauw"",""nickname"":null,""dob"":""1963-01-18"",""country"":{""id"":160,""name"":""Netherlands""}}]",117593,2426,false,true,International,2023,1
2011/2012,Regular Season,La Liga,available,35,Barcelona,217,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",220,Real Madrid,"[{""id"":383,""name"":""José Mario Felix dos Santos Mourinho"",""nickname"":""José Mourinho"",""dob"":""1963-01-26"",""country"":{""id"":183,""name"":""Portugal""}}]",342,221,false,false,Spain,2011/2012,1
2015/2016,Regular Season,La Liga,available,22,Eibar,322,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",223,Málaga,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",347,180,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,25,Bordeaux,146,"[{""id"":752,""name"":""Willy Sagnol"",""nickname"":null,""dob"":""1977-03-18"",""country"":{""id"":78,""name"":""France""}}]",135,Saint-Étienne,"[{""id"":281,""name"":""Christophe Galtier"",""nickname"":null,""dob"":""1966-08-23"",""country"":{""id"":78,""name"":""France""}}]",4812,82,false,false,France,2015/2016,1
2011/2012,Regular Season,La Liga,available,29,Barcelona,217,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",1049,Granada,"[{""id"":4988,""name"":""Abel Resino Gómez"",""nickname"":null,""dob"":""1960-02-02"",""country"":{""id"":214,""name"":""Spain""}}]",342,1016,false,false,Spain,2011/2012,1
2020/2021,Regular Season,FA Women's Super League,available,4,Everton LFC,967,"[{""id"":639,""name"":""Willie Kirk"",""nickname"":null,""dob"":""1978-06-07"",""country"":{""id"":201,""name"":""Scotland""}}]",972,West Ham United LFC,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",4989,1721,false,false,England,2020/2021,1
2020/2021,Regular Season,FA Women's Super League,available,15,Chelsea FCW,971,"[{""id"":152,""name"":""Emma Hayes"",""nickname"":null,""dob"":""1976-10-18"",""country"":{""id"":68,""name"":""England""}}]",968,Arsenal WFC,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",132,898,false,false,England,2020/2021,1
2023,Quarter-finals,Women's World Cup,available,5,England Women's,865,"[{""id"":45,""name"":""Sarina Glotzbach-Wiegman"",""nickname"":""Sarina Wiegman"",""dob"":""1969-10-26"",""country"":{""id"":160,""name"":""Netherlands""}}]",16802,Colombia Women's,"[{""id"":1003448,""name"":""Nelson Abadía Aragón"",""nickname"":null,""dob"":""1956-06-05"",""country"":{""id"":49,""name"":""Colombia""}}]",117593,751,false,true,International,2023,1
2015/2016,Regular Season,1. Bundesliga,available,7,Werder Bremen,176,"[{""id"":3055,""name"":""Viktor Skripnik"",""nickname"":null,""dob"":""1969-11-19"",""country"":{""id"":238,""name"":""Ukraine""}}]",904,Bayer Leverkusen,"[{""id"":3980,""name"":""Roger Schmidt"",""nickname"":null,""dob"":""1967-03-13"",""country"":{""id"":85,""name"":""Germany""}}]",4729,716,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,18,AS Monaco,129,"[{""id"":427,""name"":""José Leonardo Nunes Alves Sousa Jardim"",""nickname"":""Leonardo Jardim"",""dob"":""1974-08-01"",""country"":{""id"":183,""name"":""Portugal""}}]",135,Saint-Étienne,"[{""id"":281,""name"":""Christophe Galtier"",""nickname"":null,""dob"":""1966-08-23"",""country"":{""id"":78,""name"":""France""}}]",4175,83,false,false,France,2015/2016,1
2006/2007,Regular Season,La Liga,available,22,Barcelona,217,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",1217,Racing Santander,"[{""id"":4954,""name"":""Miguel Ángel Portugal Vicario"",""nickname"":""Miguel Ángel Portugal"",""dob"":""1955-11-28"",""country"":{""id"":214,""name"":""Spain""}}]",342,2699,false,false,Spain,2006/2007,1
2021/2022,Regular Season,Indian Super league,available,1,East Bengal,7286,"[{""id"":1000817,""name"":""José Manuel Díaz Fernández"",""nickname"":""Manolo Díaz"",""dob"":""1968-08-30"",""country"":{""id"":214,""name"":""Spain""}}]",2021,Jamshedpur,"[{""id"":1000617,""name"":""Owen Columba Coyle"",""nickname"":null,""dob"":""1966-07-14"",""country"":{""id"":201,""name"":""Scotland""}}]",1000401,1004906,false,false,India,2021/2022,1
2015/2016,Regular Season,La Liga,available,26,Real Betis,218,"[{""id"":5049,""name"":""Juan Merino Ruíz"",""nickname"":""Juan Merino"",""dob"":""1970-08-24"",""country"":{""id"":214,""name"":""Spain""}}]",360,Rayo Vallecano,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",352,180,false,false,Spain,2015/2016,1
2018,Group Stage,FIFA World Cup,available,1,Morocco,788,"[{""id"":642,""name"":""Hervé Renard"",""nickname"":null,""dob"":""1968-09-30"",""country"":{""id"":78,""name"":""France""}}]",797,Iran,"[{""id"":645,""name"":""Carlos Manuel Brito Leal Queiróz"",""nickname"":""Carlos Queiroz"",""dob"":""1953-03-01"",""country"":{""id"":183,""name"":""Portugal""}}]",4726,581,false,true,International,2018,1
